date,open,high,low,close,volume,Name
2014-01-24,3.6,3.61,3.41,3.47,48345256,AMD
2014-01-27,3.48,3.49,3.35,3.41,31356889,AMD
2014-01-28,3.43,3.57,3.41,3.54,28005291,AMD
2014-01-29,3.52,3.56,3.45,3.48,21791126,AMD
2014-01-30,3.51,3.52,3.45,3.48,17113312,AMD
2014-01-31,3.45,3.47,3.43,3.43,13991089,AMD
2014-02-03,3.43,3.44,3.33,3.33,22362916,AMD
2014-02-04,3.35,3.43,3.3,3.37,22702814,AMD
2014-02-05,3.36,3.37,3.2915,3.31,14917677,AMD
2014-02-06,3.32,3.46,3.32,3.41,16120622,AMD
2014-02-07,3.46,3.5,3.42,3.47,23147052,AMD
2014-02-10,3.5,3.64,3.45,3.63,21270432,AMD
2014-02-11,3.66,3.75,3.65,3.7,34241678,AMD
2014-02-12,3.71,3.73,3.63,3.69,18344812,AMD
2014-02-13,3.64,3.71,3.64,3.7,13369550,AMD
2014-02-14,3.7,3.72,3.64,3.69,12407198,AMD
2014-02-18,3.69,3.72,3.65,3.7,11969897,AMD
2014-02-19,3.7,3.74,3.68,3.72,14191899,AMD
2014-02-20,3.72,3.75,3.66,3.69,13333914,AMD
2014-02-21,3.71,3.75,3.66,3.69,13621903,AMD
2014-02-24,3.71,3.73,3.7,3.71,10724503,AMD
2014-02-25,3.73,3.735,3.66,3.69,9175398,AMD
2014-02-26,3.7,3.72,3.63,3.7,13223358,AMD
2014-02-27,3.69,3.77,3.68,3.71,18237447,AMD
2014-02-28,3.73,3.77,3.7,3.71,14655246,AMD
2014-03-03,3.66,3.7,3.6,3.67,19562714,AMD
2014-03-04,3.7,3.73,3.68,3.7,10535359,AMD
2014-03-05,3.7,3.73,3.69,3.71,10750403,AMD
2014-03-06,3.72,3.745,3.71,3.73,10835025,AMD
2014-03-07,3.75,4.02,3.75,3.95,55470575,AMD
2014-03-10,4.04,4.06,3.8,3.81,42225664,AMD
2014-03-11,3.86,4.01,3.83,3.85,34992924,AMD
2014-03-12,3.86,3.93,3.85,3.91,14745331,AMD
2014-03-13,3.94,3.99,3.84,3.86,19802985,AMD
2014-03-14,3.84,3.9,3.82,3.85,18169146,AMD
2014-03-17,3.88,3.91,3.78,3.8,20004146,AMD
2014-03-18,3.82,3.91,3.81,3.89,15273746,AMD
2014-03-19,3.91,4.0,3.9,3.98,28516911,AMD
2014-03-20,3.96,4.05,3.9,4.05,23600569,AMD
2014-03-21,4.07,4.14,4.01,4.04,23985330,AMD
2014-03-24,4.05,4.14,3.98,4.05,20670291,AMD
2014-03-25,4.09,4.12,4.02,4.05,14517029,AMD
2014-03-26,4.08,4.1,4.02,4.05,14808603,AMD
2014-03-27,3.99,4.07,3.87,3.91,24531988,AMD
2014-03-28,3.93,3.97,3.87,3.88,13189192,AMD
2014-03-31,3.93,4.02,3.9,4.01,15385970,AMD
2014-04-01,4.04,4.1,4.02,4.07,18778751,AMD
2014-04-02,4.12,4.12,4.06,4.06,14837291,AMD
2014-04-03,4.07,4.1,3.97,4.0,16802336,AMD
2014-04-04,4.03,4.11,3.92,4.01,23426954,AMD
2014-04-07,3.98,3.99,3.83,3.88,24874646,AMD
2014-04-08,3.89,4.0,3.83,3.99,17345569,AMD
2014-04-09,4.01,4.02,3.95,3.98,11276634,AMD
2014-04-10,3.97,4.01,3.84,3.85,21364259,AMD
2014-04-11,3.82,3.85,3.65,3.65,34428811,AMD
2014-04-14,3.72,3.78,3.65,3.71,22736913,AMD
2014-04-15,3.7401,3.82,3.715,3.79,21754258,AMD
2014-04-16,3.81,3.83,3.73,3.76,18173275,AMD
2014-04-17,3.78,3.795,3.69,3.69,32048060,AMD
2014-04-21,4.01,4.2,3.955,4.12,102651524,AMD
2014-04-22,4.13,4.31,4.11,4.3,52806842,AMD
2014-04-23,4.28,4.3,4.155,4.25,29136254,AMD
2014-04-24,4.27,4.35,4.2,4.28,27532799,AMD
2014-04-25,4.22,4.26,4.04,4.05,37810215,AMD
2014-04-28,4.09,4.12,3.87,3.96,31737060,AMD
