date,open,high,low,close,volume,Name
2014-01-24,70.9116,71.3955,70.3587,70.3587,5920924,PEP
2014-01-27,70.3587,71.5165,70.35,70.903,5814988,PEP
2014-01-28,71.1881,71.4301,70.6006,71.1276,3867847,PEP
2014-01-29,70.7388,70.7388,69.2095,69.3132,7545185,PEP
2014-01-30,69.6588,70.2982,69.5983,70.0562,4589057,PEP
2014-01-31,69.2959,69.8316,69.0367,69.4341,6729456,PEP
2014-02-03,69.4255,69.5637,67.8443,67.8875,7076924,PEP
2014-02-04,68.2331,68.4059,67.6369,68.1035,5431834,PEP
2014-02-05,67.8875,68.7947,67.7752,68.6219,4829740,PEP
2014-02-06,69.2872,69.2959,68.1294,68.596,6115224,PEP
2014-02-07,68.8466,69.3477,68.4837,69.3132,4578150,PEP
2014-02-10,69.27,69.7452,69.2613,69.6415,4742012,PEP
2014-02-11,69.5378,70.2722,69.4082,70.2031,5077734,PEP
2014-02-12,70.4019,70.7215,69.9698,70.4105,4471389,PEP
2014-02-13,69.7884,69.8748,67.7061,68.8552,11205919,PEP
2014-02-14,68.9157,68.9676,67.4468,67.4728,13254694,PEP
2014-02-18,67.9393,67.9393,67.2049,67.5505,9843869,PEP
2014-02-19,67.4296,67.7665,66.5396,66.6174,10353796,PEP
2014-02-20,66.9025,68.1467,66.8507,67.4036,9580424,PEP
2014-02-21,67.4036,68.1813,67.3086,67.5851,7531842,PEP
2014-02-24,67.6629,68.7701,67.6629,68.1554,7751126,PEP
2014-02-25,68.2763,68.9071,68.1986,68.4578,7513012,PEP
2014-02-26,68.6911,69.0194,67.8875,67.9566,6586262,PEP
2014-02-27,67.9566,68.6565,67.7406,68.3195,7809766,PEP
2014-02-28,68.3368,69.4687,68.1294,69.1836,9871334,PEP
2014-03-03,68.4059,68.8725,68.3454,68.7083,5767178,PEP
2014-03-04,68.9589,69.9223,68.9503,69.8575,7518090,PEP
2014-03-05,69.951,70.8908,69.8814,70.5775,6402186,PEP
2014-03-06,70.6298,70.8647,70.447,70.769,5880029,PEP
2014-03-07,70.9256,71.03,70.5079,70.9691,4033468,PEP
2014-03-10,70.9604,71.204,70.6646,71.117,4313497,PEP
2014-03-11,71.2127,72.2047,71.1692,72.0568,5850404,PEP
2014-03-12,71.526,71.8306,71.2302,71.4825,5674517,PEP
2014-03-13,71.5347,71.9698,71.03,71.1779,6119011,PEP
2014-03-14,71.117,71.5173,70.36,70.4818,7766887,PEP
2014-03-17,70.8908,71.4738,70.7342,71.3955,7762000,PEP
2014-03-18,71.3694,71.5391,70.9952,71.3085,3488298,PEP
2014-03-19,71.3346,71.3433,70.6472,70.8038,5106038,PEP
2014-03-20,70.7951,71.2737,70.6994,71.2302,3241077,PEP
2014-03-21,71.5434,71.848,70.9169,71.4738,9206706,PEP
2014-03-24,71.6348,71.848,70.943,71.2563,5253623,PEP
2014-03-25,71.265,71.7827,71.265,71.7,4170490,PEP
2014-03-26,71.848,72.866,71.7783,72.109,6392588,PEP
2014-03-27,72.0916,72.4048,71.787,71.8218,4352011,PEP
2014-03-28,71.9611,72.4048,71.9567,72.1786,4078089,PEP
2014-03-31,72.866,72.9182,72.37,72.6572,6620876,PEP
2014-04-01,72.283,72.4571,71.9872,72.1177,4676900,PEP
2014-04-02,72.0655,72.1786,71.7348,71.9872,4919224,PEP
2014-04-03,72.1525,72.3091,71.8741,72.1438,3369428,PEP
2014-04-04,72.37,72.3787,71.8567,71.8654,4404054,PEP
2014-04-07,71.6739,73.2924,71.613,73.0139,8976454,PEP
2014-04-08,73.0314,73.0923,72.3526,72.6311,6552745,PEP
2014-04-09,72.6311,73.0923,72.4658,73.0139,4926477,PEP
2014-04-10,72.9617,73.8058,72.7442,72.7616,7673439,PEP
2014-04-11,71.3433,73.2837,71.3433,72.3526,6703801,PEP
2014-04-14,72.7181,73.0139,72.2656,72.7007,4617753,PEP
2014-04-15,73.0662,73.1271,72.692,73.0575,5673788,PEP
2014-04-16,73.4577,73.945,73.4142,73.7623,5578425,PEP
2014-04-17,74.7455,74.7803,73.5186,74.441,11168516,PEP
2014-04-21,74.1451,74.789,73.9711,74.7542,4889839,PEP
2014-04-22,74.6846,74.6846,74.0842,74.0842,4483316,PEP
2014-04-23,74.1973,74.5715,74.0172,74.3192,4805297,PEP
2014-04-24,74.2931,74.5454,73.9624,74.4149,3749740,PEP
2014-04-25,74.3627,74.6498,74.0581,74.1799,3749360,PEP
2014-04-28,74.4323,75.7027,74.354,75.5461,5978549,PEP
2014-04-29,75.6418,75.6516,74.6237,74.6237,4869119,PEP
2014-04-30,74.5976,74.8935,74.3366,74.7368,4387510,PEP
2014-05-01,74.8326,74.9492,73.9146,74.4584,3848907,PEP
2014-05-02,74.267,74.7107,74.0494,74.4149,3437979,PEP
2014-05-05,74.1103,74.9022,74.0842,74.7542,2990077,PEP
2014-05-06,74.3888,74.8152,74.2409,74.2844,3141190,PEP
2014-05-07,74.2322,75.8071,74.2322,75.5287,5500617,PEP
2014-05-08,75.52,75.781,75.198,75.4069,3507934,PEP
2014-05-09,75.3285,75.9159,75.198,75.8506,3330116,PEP
2014-05-12,75.9811,76.2944,75.3807,75.6418,3218644,PEP
2014-05-13,75.6592,76.0856,75.5374,75.9028,2259404,PEP
2014-05-14,75.9115,76.0856,75.5113,75.5635,2726366,PEP
2014-05-15,75.5635,75.6157,74.5628,74.6063,3877132,PEP
2014-05-16,74.4758,75.372,74.4584,75.3024,3672615,PEP
2014-05-19,74.7803,75.0066,74.354,74.9196,4201543,PEP
2014-05-20,74.7978,75.0414,74.2757,74.528,4510187,PEP
2014-05-21,74.6411,74.9597,74.4236,74.9196,2647076,PEP
2014-05-22,74.8848,74.9196,74.3105,74.4671,2970589,PEP
2014-05-23,74.2757,74.8761,74.2757,74.6846,2750733,PEP
2014-05-27,74.6672,75.3807,74.5237,75.2937,4403590,PEP
2014-05-28,75.1371,75.8419,75.1284,75.7636,4031007,PEP
2014-05-29,75.694,76.4336,75.5983,76.3379,4647284,PEP
2014-05-30,76.2335,76.9905,76.0595,76.86,5181053,PEP
2014-06-02,76.6773,76.9122,76.364,76.4597,2876121,PEP
2014-06-03,76.0856,76.7817,75.9724,76.7643,5174666,PEP
2014-06-04,76.7249,77.1895,76.5671,76.646,3872433,PEP
2014-06-05,76.9616,77.0755,76.4619,76.9353,2937780,PEP
2014-06-06,77.0229,77.207,76.7336,77.0668,3675394,PEP
2014-06-09,76.9879,77.4306,76.9879,77.1457,2284090,PEP
2014-06-10,77.0054,77.7768,76.8564,77.5138,3420577,PEP
2014-06-11,77.2772,77.584,76.9177,76.9528,3747601,PEP
2014-06-12,76.7862,76.8914,76.2252,76.4619,3856222,PEP
2014-06-13,76.4005,76.5846,76.1112,76.4356,3047461,PEP
2014-06-16,76.155,76.9177,76.0148,76.7512,3894528,PEP
2014-06-17,76.8388,77.1194,76.3304,76.5145,3393090,PEP
2014-06-18,76.5671,77.996,76.3654,77.9346,5314413,PEP
