date,open,high,low,close,volume,Name
2014-01-24,90.7722,90.8004,87.3862,87.8941,566342,HII
2014-01-27,87.9318,88.7971,85.9378,87.4615,574738,HII
2014-01-28,87.4615,88.308,87.2452,88.2986,454289,HII
2014-01-29,87.5179,88.4773,87.1041,87.6872,279504,HII
2014-01-30,88.3174,88.5055,87.6966,88.3268,326902,HII
2014-01-31,87.3439,90.0856,87.311,89.3708,632174,HII
2014-02-03,89.4178,89.9444,84.1978,84.3765,661309,HII
2014-02-04,84.574,85.8626,83.6523,85.3076,721038,HII
2014-02-05,85.3076,85.7873,84.0896,85.176,408313,HII
2014-02-06,85.524,86.5303,84.7245,85.4205,333239,HII
2014-02-07,85.5898,87.6919,85.5898,87.3674,280340,HII
2014-02-10,87.3957,87.3957,85.872,85.9942,202693,HII
2014-02-11,86.2106,87.6308,85.7027,87.2922,215984,HII
2014-02-12,87.4615,88.5149,87.2358,87.9224,368429,HII
2014-02-13,87.5461,90.443,87.3402,89.653,427272,HII
2014-02-14,89.4837,90.6499,88.957,90.3019,344974,HII
2014-02-18,90.6499,91.8915,90.2362,91.393,330269,HII
2014-02-19,91.0262,91.5999,90.1891,90.2925,251373,HII
2014-02-20,90.5089,92.484,90.1232,92.183,373812,HII
2014-02-21,92.437,93.0954,91.3554,92.2677,336235,HII
2014-02-24,92.4276,93.6503,92.2207,92.2583,394538,HII
2014-02-25,92.437,92.6627,91.0356,91.2331,306139,HII
2014-02-26,91.5341,91.9193,90.6783,91.139,456298,HII
2014-02-27,94.6849,95.2398,92.183,94.6943,958270,HII
2014-02-28,95.3997,96.4813,94.3745,95.3057,582285,HII
2014-03-03,94.2146,97.7416,93.18,97.1209,531931,HII
2014-03-04,99.5005,99.5005,97.6297,98.3342,502616,HII
2014-03-05,98.7771,99.6441,97.8159,97.9007,490347,HII
2014-03-06,98.1269,99.9268,97.6369,98.9091,862532,HII
2014-03-07,99.8891,100.4451,98.7112,98.7677,578328,HII
2014-03-10,98.8996,99.6535,98.5887,99.2954,439780,HII
2014-03-11,99.3237,99.4368,97.4955,97.6557,399578,HII
2014-03-12,97.0621,98.1081,96.2328,97.8725,416714,HII
2014-03-13,98.0704,98.4473,96.016,96.4024,392049,HII
2014-03-14,96.4024,97.4861,95.984,96.4495,381983,HII
2014-03-17,95.7993,97.0055,95.6485,96.016,347754,HII
2014-03-18,95.8841,96.4872,95.6956,96.4118,322178,HII
2014-03-19,96.4684,96.5815,94.3584,95.2433,277075,HII
2014-03-20,95.347,95.5543,94.5554,94.8852,298675,HII
2014-03-21,95.526,95.7616,93.6602,93.7638,605581,HII
2014-03-24,94.6591,94.725,92.2184,94.1219,442946,HII
2014-03-25,94.4706,94.9832,94.1408,94.5742,305938,HII
2014-03-26,94.9229,95.6674,93.6319,93.6696,312866,HII
2014-03-27,93.7544,94.857,93.368,94.1973,437640,HII
2014-03-28,94.4329,95.7899,94.0183,94.1408,322667,HII
2014-03-31,94.7721,96.7699,94.3764,96.3647,273165,HII
2014-04-01,96.4401,97.7877,96.2799,97.3636,381708,HII
2014-04-02,97.6746,98.3719,97.2647,98.1552,314139,HII
2014-04-03,98.5792,98.8242,97.7028,98.4662,263936,HII
2014-04-04,98.3436,99.2671,94.9418,94.9983,240748,HII
2014-04-07,95.0266,95.0352,93.2173,94.0654,362180,HII
2014-04-08,94.0748,94.3292,91.5399,92.567,457895,HII
2014-04-09,93.2738,94.8098,92.9063,94.4894,290879,HII
2014-04-10,94.5648,95.0454,93.5094,93.679,525016,HII
2014-04-11,93.4905,94.3858,92.3974,92.5105,313205,HII
2014-04-14,92.8309,93.5094,92.5293,92.8403,287184,HII
2014-04-15,92.8403,94.3198,91.5964,94.056,339877,HII
2014-04-16,94.48,95.7428,93.6036,95.5166,319693,HII
2014-04-17,95.5166,98.1175,95.5166,98.0421,303940,HII
2014-04-21,97.6934,98.2117,97.0621,97.9573,237812,HII
2014-04-22,98.0044,99.0221,97.6463,97.6557,279728,HII
2014-04-23,97.75,98.2305,97.2599,98.0986,292401,HII
2014-04-24,98.3625,98.6075,96.6757,97.8348,215533,HII
2014-04-25,97.3448,97.6086,94.6873,94.7627,259723,HII
2014-04-28,95.6862,95.903,92.3974,93.368,344750,HII
2014-04-29,93.7167,95.6297,93.5094,95.4412,161659,HII
2014-04-30,95.4224,97.1186,95.0172,97.0621,265881,HII
2014-05-01,97.0338,98.4002,96.5532,97.2694,123936,HII
2014-05-02,96.949,98.9467,96.949,98.2777,238102,HII
2014-05-05,97.9573,98.5133,96.638,97.5992,220279,HII
2014-05-06,97.0149,97.7217,95.9407,96.1385,351252,HII
2014-05-07,96.2328,97.9667,95.3752,97.7688,244313,HII
2014-05-08,94.3104,98.4944,94.2642,94.9512,800130,HII
2014-05-09,94.7156,95.7239,93.2267,94.4517,565381,HII
2014-05-12,94.4235,95.8558,94.2444,95.4035,562763,HII
2014-05-13,95.6014,95.9689,95.3234,95.837,258742,HII
2014-05-14,95.8181,96.1009,93.7356,93.9523,274650,HII
2014-05-15,92.6895,93.0005,89.8531,90.8897,549072,HII
2014-05-16,91.2101,91.3797,89.7306,90.607,401144,HII
2014-05-19,90.2677,91.6624,89.8908,90.4656,490985,HII
2014-05-20,90.2583,90.7577,89.4007,89.7306,615460,HII
2014-05-21,90.1829,90.9741,89.7965,90.852,441222,HII
2014-05-22,90.7106,91.9734,90.3526,91.5964,337378,HII
2014-05-23,91.8791,93.3021,91.6816,92.9346,380300,HII
2014-05-27,92.9817,93.8109,92.5765,93.5565,368282,HII
2014-05-28,93.5849,94.8974,93.5849,94.3686,528649,HII
2014-05-29,94.8407,94.8407,93.4716,93.8398,226244,HII
2014-05-30,93.4244,94.4725,93.2922,94.2647,382225,HII
2014-06-02,93.9909,95.5961,93.1883,95.379,395023,HII
2014-06-03,94.7652,95.8133,94.7652,95.4545,292267,HII
2014-06-04,95.3129,95.9172,95.0485,95.4923,280730,HII
